labMIT-1.0.txt;;;;;;;
language assessment by Mechanical Turk 1.0;;;;;;;
;;;;;;;
word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
concentration;3201;maj.85;15.573;--;1581;--;--
props;3202;maj.85;14.141;--;--;--;4243
construct;3203;maj.85;15.177;--;4280;--;--
amount;3204;maj.84;12.993;2140;550;1159;4524
angeles;3205;maj.84;15.566;2466;4196;674;--
appear;3206;maj.84;0.8172;3489;665;1263;2738
arena;3207;maj.84;10.174;--;--;3905;--
banking;3208;maj.84;16.458;--;4549;1949;--
baseball;3209;maj.84;17.304;2499;--;234;--
begun;3210;maj.84;10.373;--;2395;2062;1443
being;3211;maj.84;16.081;177;100;177;489
benz;3212;maj.84;18.446;--;--;--;2001
blogs;3213;maj.84;17.654;2218;--;--;--
buck;3214;maj.84;17.769;--;--;--;1381
canadian;3215;maj.84;18.556;2325;2984;934;--
checks;3216;maj.84;15.434;4212;--;4230;4268
chicago;3217;maj.84;15.301;1234;1520;650;3787
circles;3218;maj.84;11.843;--;4082;--;2178
classes;3219;maj.84;13.303;1846;1254;3360;--
colorado;3220;maj.84;11.314;4194;--;2754;--
coming;3221;maj.84;12.014;329;822;828;284
conducting;3222;maj.84;10.174;--;--;4691;--
crossword;3223;maj.84;15.566;--;--;4384;--
curry;3224;maj.84;18.223;4094;--;--;--
decide;3225;maj.84;12.513;1718;2648;1941;1470
descriptions;3226;maj.84;11.493;--;4346;--;--
desktop;3227;maj.84;15.032;3356;--;--;--
element;3228;maj.84;10.373;--;1346;--;--
enter;3229;maj.84;12.835;990;1409;2923;2305
escaped;3230;maj.84;19.416;--;4430;--;--
ethnic;3231;maj.84;13.303;--;2912;2925;--
experimental;3232;maj.84;14.479;--;1786;--;--
feelings;3233;maj.84;17.186;2484;1515;4097;821
germans;3234;maj.84;17.998;--;3381;--;--
gets;3235;maj.84;12.993;429;2855;1454;461
grain;3236;maj.84;12.675;--;2753;--;3310
grammar;3237;maj.84;14.337;--;4438;--;--
gravity;3238;maj.84;15.826;--;4050;--;3505
hear;3239;maj.84;12.014;364;969;1515;141
her;3240;maj.84;10.759;90;41;43;66
history;3241;maj.84;15.032;600;220;399;1341
individuals;3242;maj.84;0.9971;--;915;2970;--
landed;3243;maj.84;10.373;4190;4696;--;--
lands;3244;maj.84;13.303;--;1755;--;3076
lays;3245;maj.84;15.032;--;--;--;4882
maryland;3246;maj.84;16.704;--;--;3295;--
matrix;3247;maj.84;14.194;--;2888;--;--
mexico;3248;maj.84;17.186;2355;1772;1443;2948
nationwide;3249;maj.84;12.513;--;--;2336;--
ooh;3250;maj.84;18.223;2043;--;--;279
oral;3251;maj.84;18.223;--;2630;--;--
patents;3252;maj.84;10.568;--;--;4186;--
poster;3253;maj.84;11.314;1772;--;--;--
producing;3254;maj.84;13.303;--;2377;3936;--
programming;3255;maj.84;15.167;--;4827;4026;--
prophet;3256;maj.84;19.205;--;4465;--;4788
provisions;3257;maj.84;15.566;--;2036;3608;--
puff;3258;maj.84;14.758;--;--;--;2089
quartet;3259;maj.84;12.182;--;--;3586;--
realize;3260;maj.84;10.759;1436;2933;2637;848
really;3261;maj.84;14.896;79;517;397;145
responses;3262;maj.84;11.493;--;2260;--;--
sample;3263;maj.84;0.9337;4263;1435;--;4427
shoe;3264;maj.84;14.479;3351;--;--;2901
showing;3265;maj.84;0.8418;1612;1677;1609;2418
ski;3266;maj.84;13.303;3622;--;4686;--
stages;3267;maj.84;15.434;--;2196;--;--
stored;3268;maj.84;10.947;--;3879;--;--
suggestion;3269;maj.84;13.149;--;3352;--;--
tall;3270;maj.84;13.607;3245;3228;4662;1178
telephone;3271;maj.84;19.098;--;3019;853;1714
theoretical;3272;maj.84;11.132;--;2224;--;--
uk;3273;maj.84;15.696;943;3708;--;--
urban;3274;maj.84;15.566;3299;1511;1639;--
watching;3275;maj.84;12.182;151;3210;2294;669
web;3276;maj.84;17.422;603;2500;1259;3811
absorption;3277;maj.84;13.593;--;3345;--;--
constructed;3278;maj.84;14.046;--;2719;--;--
dimensions;3279;maj.84;12.966;--;2954;--;--
examples;3280;maj.84;14.627;--;1245;--;--
interpretation;3281;maj.84;11.963;--;1494;--;--
programme;3282;maj.84;14.046;--;3077;--;--
relating;3283;maj.84;13.126;--;2959;--;--
shades;3284;maj.84;14.046;--;--;--;2536
subtle;3285;maj.84;14.484;--;4853;--;--
instruction;3286;maj.83;12.604;--;2113;--;--
rotation;3287;maj.83;13.101;--;4637;--;--
wagon;3288;maj.83;13.240;--;--;--;4890
10pm;3289;maj.82;12.237;--;--;--;--
7-9pm;3290;maj.82;14.384;--;--;--;--
apply;3291;maj.82;0.8003;3522;1622;2834;--
arising;3292;maj.82;13.952;--;4200;--;--
bar;3293;maj.82;18.035;487;1924;1474;919
becoming;3294;maj.82;0.9190;2405;1770;2100;4014
blogging;3295;maj.82;14.803;2575;--;--;--
closer;3296;maj.82;11.008;2391;2799;2731;791
come;3297;maj.82;10.039;131;174;278;54
communications;3298;maj.82;13.354;--;3113;1227;--
connection;3299;maj.82;11.192;2674;1218;2256;3474
consistent;3300;maj.82;16.744;--;2411;--;--
cow;3301;maj.82;14.665;2289;--;--;3444
detail;3302;maj.82;11.373;4113;1744;4249;--
diplomatic;3303;maj.82;16.374;--;--;3659;--
east;3304;maj.82;12.887;1122;569;214;1270
eatin;3305;maj.82;15.739;4218;--;--;--
emphasized;3306;maj.82;14.384;--;4509;--;--
endowment;3307;maj.82;15.077;--;--;4771;--
entered;3308;maj.82;10.240;1970;1301;2624;--
expressed;3309;maj.82;13.506;--;1116;2006;--
fig;3310;maj.82;14.665;--;338;--;--
have;3311;maj.82;0.8497;24;28;28;52
hearing;3312;maj.82;14.803;1695;2100;1278;2217
homey;3313;maj.82;20.572;--;--;--;3217
hundred;3314;maj.82;13.354;--;633;4108;986
investment;3315;maj.82;18.148;3947;1503;627;--
involved;3316;maj.82;13.354;2458;756;850;3876
irish;3317;maj.82;15.868;2835;2124;2782;--
jean;3318;maj.82;15.739;--;3498;1792;4677
key;3319;maj.82;10.631;746;1101;1387;990
landing;3320;maj.82;12.403;--;4915;4936;--
lived;3321;maj.82;15.996;2299;1044;1107;1123
maine;3322;maj.82;14.941;--;--;3638;--
maker;3323;maj.82;10.437;3661;--;1830;3353
many;3324;maj.82;14.384;263;88;95;266
met;3325;maj.82;0.9190;703;869;1059;476
montreal;3326;maj.82;12.567;--;--;3131;--
nashville;3327;maj.82;13.200;4496;--;--;--
opinion;3328;maj.82;13.354;1385;782;1484;4630
owl;3329;maj.82;18.592;2697;--;--;--
pair;3330;maj.82;11.899;2039;2414;3495;2387
path;3331;maj.82;11.551;3757;1552;3180;1222
peoples;3332;maj.82;13.656;3927;2931;--;3686
philosophers;3333;maj.82;17.460;--;4914;--;--
publisher;3334;maj.82;10.821;--;--;2222;--
quickly;3335;maj.82;14.525;2195;1298;1439;2470
realised;3336;maj.82;13.805;4394;--;--;--
regarded;3337;maj.82;11.726;--;1395;4705;--
royal;3338;maj.82;16.374;3266;1200;2562;4137
sane;3339;maj.82;16.123;--;--;--;3418
sister-in-law;3340;maj.82;15.739;--;--;--;--
southwest;3341;maj.82;15.868;--;--;4561;--
spanish;3342;maj.82;12.567;2027;1543;2680;2914
sum;3343;maj.82;11.373;1033;1659;--;4682
talks;3344;maj.82;12.070;1832;--;1053;2593
teen-agers;3345;maj.82;17.225;--;--;--;--
tennessee;3346;maj.82;12.728;--;--;3781;2831
toronto;3347;maj.82;17.577;2678;--;2219;--
upper;3348;maj.82;0.9190;4524;979;1508;--
woot;3349;maj.82;15.996;2026;--;--;--
workin;3350;maj.82;16.866;3075;--;--;3888
diversity;3351;maj.82;17.401;--;3777;--;--
ideology;3352;maj.82;14.387;--;4032;--;--
mist;3353;maj.82;15.768;--;--;--;2866
movements;3354;maj.82;10.738;--;1684;--;--
outline;3355;maj.82;12.694;--;4029;--;--
continually;3356;maj.81;10.848;--;4219;--;--
obtaining;3357;maj.81;13.616;--;4141;--;--
6pm;3358;maj.80;12.454;--;--;--;--
accordingly;3359;maj.80;12.778;--;2573;--;--
acquisition;3360;maj.80;15.253;--;3993;1902;--
addressed;3361;maj.80;12.122;--;2668;3430;--
analysis;3362;maj.80;14.286;4134;439;1436;--
appearance;3363;maj.80;14.846;--;1199;2613;--
attention;3364;maj.80;14.846;1481;577;1172;1506
attitude;3365;maj.80;15.908;3225;1495;3546;2063
bean;3366;maj.80;13.553;4331;--;--;--
becomes;3367;maj.80;0.9476;3043;779;2118;1999
belong;3368;maj.80;17.023;4187;2809;--;779
brings;3369;maj.80;11.066;1804;3029;3259;1091
caffeine;3370;maj.80;21.571;4405;--;--;--
changing;3371;maj.80;14.428;1927;1851;2348;1365
climate;3372;maj.80;14.286;2958;2909;4348;--
commonly;3373;maj.80;13.851;--;2008;--;--
courses;3374;maj.80;13.702;--;3086;3964;--
crib;3375;maj.80;15.119;3016;--;--;1877
definition;3376;maj.80;11.780;--;1425;--;--
determine;3377;maj.80;13.401;--;1227;2239;--
director;3378;maj.80;14.846;2773;1887;121;--
double;3379;maj.80;13.702;1358;1419;1871;1112
dude;3380;maj.80;17.023;531;--;--;1990
entre;3381;maj.80;15.119;--;--;--;2044
establishing;3382;maj.80;13.997;--;3614;--;--
extended;3383;maj.80;12.289;4426;1626;1900;--
finding;3384;maj.80;12.122;1419;1701;2005;2055
god's;3385;maj.80;22.497;--;1915;--;--
gradually;3386;maj.80;12.122;--;1941;--;--
group's;3387;maj.80;11.952;--;--;--;--
grove;3388;maj.80;10.690;--;--;4617;--
hai;3389;maj.80;14.983;--;--;--;2829
headed;3390;maj.80;0.8571;1187;3502;2282;1675
ice;3391;maj.80;14.846;623;2128;2243;692
interior;3392;maj.80;0.8806;--;2587;2759;--
kentucky;3393;maj.80;12.778;--;--;3953;4734
known;3394;maj.80;13.851;1775;268;518;628
league;3395;maj.80;11.606;2314;2593;536;--
liberal;3396;maj.80;21.665;--;2085;2828;--
lmao;3397;maj.80;18.952;293;--;--;--
master's;3398;maj.80;14.846;--;--;--;--
men's;3399;maj.80;13.702;--;4765;--;--
mix;3400;maj.80;0.9258;1293;4685;3647;1913
model;3401;maj.80;10.880;1736;495;1746;3712
mostly;3402;maj.80;11.606;1917;2586;1810;4843
mouth;3403;maj.80;11.952;1282;1388;--;591
networks;3404;maj.80;13.702;3221;3557;2900;--
northeast;3405;maj.80;15.119;--;--;3514;--
outside;3406;maj.80;16.782;503;674;752;609
paper;3407;maj.80;11.952;519;590;1247;932
pardon;3408;maj.80;16.288;--;--;--;3139
perceive;3409;maj.80;12.778;--;4595;--;--
pilots;3410;maj.80;14.286;--;--;4629;--
podcast;3411;maj.80;13.401;2363;--;--;--
practice;3412;maj.80;13.401;1380;537;1171;3830
psychology;3413;maj.80;13.401;--;1792;4536;--
pumped;3414;maj.80;15.908;4656;--;--;--
rapid;3415;maj.80;12.936;--;1789;--;--
reconstruction;3416;maj.80;16.036;--;4466;--;--
rehearsal;3417;maj.80;12.778;4835;--;--;--
responsible;3418;maj.80;16.537;4621;1408;1755;--
roads;3419;maj.80;11.066;3070;3025;4731;2555
root;3420;maj.80;12.617;4418;2302;--;4549
rubber;3421;maj.80;13.553;--;4222;--;2734
sales;3422;maj.80;11.066;999;1896;280;--
sending;3423;maj.80;0.9258;1629;4018;3365;2925
shaped;3424;maj.80;12.122;--;3028;--;--
simultaneously;3425;maj.80;12.617;--;3527;--;--
spoke;3426;maj.80;0.9035;3940;1642;1984;1961
stock;3427;maj.80;11.066;1729;1206;276;4777
tended;3428;maj.80;11.429;--;4055;--;--
vivo;3429;maj.80;14.983;--;--;--;2937
vote;3430;maj.80;15.779;479;2149;728;--
wind;3431;maj.80;16.036;877;1453;2942;417
write;3432;maj.80;14.708;660;985;1706;795
yellow;3433;maj.80;14.569;1335;2009;3794;1383
seated;3434;maj.80;12.204;--;4528;--;--
behaviour;3435;maj.80;14.139;--;2400;--;--
description;3436;maj.80;11.361;--;1168;--;--
dimension;3437;maj.80;12.580;--;3932;--;--
gender;3438;maj.80;12.413;--;2676;--;--
impulse;3439;maj.80;12.244;--;4342;--;--
involve;3440;maj.80;13.382;--;2998;--;--
maintaining;3441;maj.80;14.997;--;3649;--;--
manufacture;3442;maj.80;14.286;--;3967;--;--
occupation;3443;maj.80;15.809;--;2854;--;--
provinces;3444;maj.80;13.382;--;3302;--;--
quantity;3445;maj.80;13.226;--;1767;--;--
sentiment;3446;maj.80;19.037;--;4369;--;--
natives;3447;maj.79;14.580;--;3935;--;--
thirty;3448;maj.79;11.662;--;1241;--;2859
arch;3449;maj.79;13.114;--;3308;--;--
actions;3450;maj.78;0.8873;4946;1345;2268;3792
added;3451;maj.78;12.982;1295;766;348;--
additional;3452;maj.78;12.501;--;1151;1250;--
admission;3453;maj.78;10.359;--;4105;1555;--
ahhhh;3454;maj.78;18.438;3339;--;--;--
ambassador;3455;maj.78;15.687;--;4971;2658;--
amber;3456;maj.78;15.022;4535;--;--;--
anna;3457;maj.78;12.664;--;--;2645;--
annie;3458;maj.78;14.886;--;--;--;3603
attributes;3459;maj.78;10.160;--;3771;--;--
auction;3460;maj.78;15.425;4039;--;2582;--
aware;3461;maj.78;14.748;4270;1657;2756;3009
backup;3462;maj.78;13.746;4417;--;--;--
britain;3463;maj.78;18.767;--;1317;1713;--
carefully;3464;maj.78;15.292;--;1689;3482;--
century;3465;maj.78;14.609;4104;340;1205;3263
challenge;3466;maj.78;17.177;2053;2464;1495;4883
characters;3467;maj.78;14.039;2821;1844;2203;--
colleague;3468;maj.78;13.746;--;--;2080;--
containing;3469;maj.78;0.9957;--;1546;--;--
contest;3470;maj.78;14.039;1356;--;4046;--
convince;3471;maj.78;11.301;4833;--;--;4519
downtown;3472;maj.78;15.158;1907;--;2301;1984
drives;3473;maj.78;14.039;3558;--;--;2239
ebay;3474;maj.78;17.761;2327;--;--;--
egyptian;3475;maj.78;15.556;--;4365;--;--
entering;3476;maj.78;10.160;--;3264;4511;--
featuring;3477;maj.78;10.359;3382;--;3425;1679
fed;3478;maj.78;14.886;2570;3384;2928;1981
fibers;3479;maj.78;12.824;--;4660;--;--
fitted;3480;maj.78;13.893;--;4469;--;--
flows;3481;maj.78;13.596;--;3818;--;1725
founding;3482;maj.78;14.609;--;--;2945;--
frequent;3483;maj.78;11.119;--;2265;3488;--
having;3484;maj.78;10.160;236;248;616;955
hd;3485;maj.78;12.982;1828;--;--;--
hosted;3486;maj.78;13.293;4793;--;--;--
hottest;3487;maj.78;21.880;3479;--;--;--
intervals;3488;maj.78;12.982;--;3722;--;--
inventory;3489;maj.78;14.609;--;4993;4706;--
lift;3490;maj.78;10.359;3696;4772;4224;1224
link;3491;maj.78;11.119;729;2761;3629;4171
lot;3492;maj.78;13.746;334;1244;364;441
march;3493;maj.78;12.824;1068;695;202;2769
mare;3494;maj.78;13.596;--;--;--;4833
morality;3495;maj.78;17.990;--;3710;--;--
newton;3496;maj.78;10.160;--;--;4454;--
optical;3497;maj.78;11.301;--;4567;--;--
passages;3498;maj.78;12.337;--;3528;--;--
plasma;3499;maj.78;15.556;--;3329;--;--
plates;3500;maj.78;13.293;--;3304;--;--
poker;3501;maj.78;16.073;2128;--;--;--
pops;3502;maj.78;17.058;4582;--;--;3356
possibly;3503;maj.78;12.002;2116;1773;3008;4907
realized;3504;maj.78;14.609;1434;2370;2669;2495
record;3505;maj.78;14.039;1004;1026;529;1260
resident;3506;maj.78;10.934;4694;4594;1591;--
respond;3507;maj.78;10.554;3633;3430;2917;--
rural;3508;maj.78;16.573;--;1680;3788;--
shuttle;3509;maj.78;0.9322;4654;--;4103;--
society;3510;maj.78;14.184;2362;297;490;2520
texts;3511;maj.78;14.039;4366;2763;--;--
total;3512;maj.78;0.9538;1450;408;802;2441
trying;3513;maj.78;11.657;273;1235;535;353
uploaded;3514;maj.78;11.301;2219;--;--;--
various;3515;maj.78;0.8640;3823;356;1582;--
volume;3516;maj.78;15.022;4348;753;2548;--
wheel;3517;maj.78;0.9322;4032;3741;--;1278
woo;3518;maj.78;15.425;1822;--;--;1584
workers;3519;maj.78;11.830;3570;743;684;--
workout;3520;maj.78;20.829;1816;--;--;--
yess;3521;maj.78;17.990;4947;--;--;--
sober;3522;maj.78;19.772;--;--;--;3528
components;3523;maj.78;13.733;--;1840;--;--
defined;3524;maj.78;12.122;--;1075;--;--
flashing;3525;maj.78;16.491;--;--;--;3555
momento;3526;maj.78;16.491;--;--;--;3682
movin;3527;maj.78;12.791;--;--;--;2335
rollin;3528;maj.78;14.033;--;--;--;1911
rover;3529;maj.78;15.037;--;--;--;4540
vessel;3530;maj.78;12.461;--;2519;--;--
printing;3531;maj.77;13.565;--;3426;--;--
spatial;3532;maj.77;11.713;--;4057;--;--
corresponding;3533;maj.77;11.075;--;1847;--;--
accord;3534;maj.76;12.382;--;--;3598;--
afterwards;3535;maj.76;11.350;--;1872;--;--
apparatus;3536;maj.76;12.382;--;3517;--;--
approaching;3537;maj.76;12.216;--;4400;--;--
boston;3538;maj.76;14.923;1578;1735;605;--
brands;3539;maj.76;10.984;4900;--;4840;--
characteristic;3540;maj.76;11.168;--;1601;--;--
city;3541;maj.76;15.460;252;279;77;442
coach;3542;maj.76;12.382;1968;--;389;--
commission;3543;maj.76;16.483;--;1051;649;--
continue;3544;maj.76;10.214;1806;1184;677;2757
continuing;3545;maj.76;12.216;--;3178;1700;--
days;3546;maj.76;12.382;226;283;363;247
deeply;3547;maj.76;15.980;--;2517;1177;4345
describes;3548;maj.76;10.797;--;2735;4693;--
diana;3549;maj.76;13.933;--;--;3844;--
discussing;3550;maj.76;17.209;--;--;4998;--
do;3551;maj.76;10.606;40;76;87;32
eastern;3552;maj.76;14.223;4305;1421;1331;--
emotion;3553;maj.76;15.460;--;3779;--;2000
ensemble;3554;maj.76;12.216;--;--;3314;--
episode;3555;maj.76;13.024;863;--;4659;--
essentially;3556;maj.76;0.9596;--;2291;4585;--
everywhere;3557;maj.76;0.9381;1875;2845;4380;734
experiment;3558;maj.76;12.707;--;2012;4870;--
facilities;3559;maj.76;14.507;--;2319;3454;--
functions;3560;maj.76;12.382;--;1073;--;--
ginger;3561;maj.76;17.677;4750;--;--;--
glass;3562;maj.76;12.216;985;1363;2114;926
greece;3563;maj.76;16.107;--;3850;--;--
historical;3564;maj.76;20.560;--;842;2013;--
horny;3565;maj.76;20.159;4885;--;--;3975
install;3566;maj.76;14.365;3376;--;--;--
jessica;3567;maj.76;14.923;4026;--;3210;--
just;3568;maj.76;16.233;20;141;104;28
lamp;3569;maj.76;0.9806;4809;--;--;4868
lincoln;3570;maj.76;13.933;4470;3594;1437;--
magnitude;3571;maj.76;14.223;--;3581;--;--
maintain;3572;maj.76;10.412;--;1551;2639;3464
major;3573;maj.76;14.223;1221;455;400;2792
makers;3574;maj.76;10.012;--;--;2668;--
makeup;3575;maj.76;17.677;3198;--;--;--
manor;3576;maj.76;13.786;--;--;4967;--
manual;3577;maj.76;13.637;--;3556;--;--
mechanisms;3578;maj.76;11.168;--;2921;--;--
michelle;3579;maj.76;14.223;3467;--;3401;--
motion;3580;maj.76;14.078;3466;1257;3445;1697
outfit;3581;maj.76;16.107;3325;--;--;--
oxford;3582;maj.76;13.637;--;1584;4876;--
payments;3583;maj.76;21.434;--;3424;2171;--
permitted;3584;maj.76;16.358;--;2571;4684;--
preparing;3585;maj.76;14.078;2540;3808;3743;--
preview;3586;maj.76;10.214;3119;--;--;--
privately;3587;maj.76;15.460;--;--;4279;--
probability;3588;maj.76;12.545;--;2325;--;--
producers;3589;maj.76;12.048;--;--;2752;--
products;3590;maj.76;0.7709;1595;954;903;--
ps3;3591;maj.76;13.024;--;--;--;--
publication;3592;maj.76;12.867;--;2101;2832;--
race;3593;maj.76;14.365;1413;1197;770;1082
rachel;3594;maj.76;15.194;3946;--;2483;--
referring;3595;maj.76;11.704;--;4332;2046;--
remix;3596;maj.76;14.647;1865;--;--;2662
representing;3597;maj.76;10.984;--;3284;3043;--
republic;3598;maj.76;15.851;--;1843;2360;--
sees;3599;maj.76;14.078;2898;2720;3345;1551
selling;3600;maj.76;15.851;1802;3448;1362;2638
slide;3601;maj.76;12.216;4241;--;--;1373
species;3602;maj.76;0.9806;--;863;3523;--
staying;3603;maj.76;13.486;1545;--;4989;2490
supplied;3604;maj.76;13.180;--;2965;--;--
supply;3605;maj.76;10.214;3496;952;2220;--
things;3606;maj.76;0.9381;217;245;413;133
tokyo;3607;maj.76;15.328;4651;--;2462;--
viewing;3608;maj.76;14.223;--;--;4630;--
vital;3609;maj.76;15.592;--;2732;2165;--
voice;3610;maj.76;10.606;771;751;1260;541
wednesdays;3611;maj.76;10.797;--;--;4819;--
whisper;3612;maj.76;15.980;--;--;--;1213
workshop;3613;maj.76;12.382;4091;--;4857;--
chiefly;3614;maj.76;12.505;--;2993;--;--
dimensional;3615;maj.76;12.167;--;4598;--;--
handed;3616;maj.76;13.774;--;3652;--;4220
interval;3617;maj.76;13.924;--;3402;--;--
ladder;3618;maj.76;12.505;--;--;--;4463
oooooh;3619;maj.76;15.483;--;--;--;4732
perception;3620;maj.76;12.505;--;2563;--;--
pupils;3621;maj.76;14.935;--;2986;--;--
shield;3622;maj.76;13.312;--;--;--;4534
thoroughly;3623;maj.76;14.366;--;3052;--;--
considerably;3624;maj.75;10.818;--;3050;--;--
manuscript;3625;maj.75;12.965;--;3891;--;--
symbolic;3626;maj.74;13.588;--;4039;--;--
7pm;3627;maj.74;13.674;--;--;--;--
awake;3628;maj.74;14.682;1057;--;--;1094
booty;3629;maj.74;19.463;4256;--;--;2158
cadillac;3630;maj.74;18.715;--;--;--;2580
call;3631;maj.74;14.401;284;548;403;171
calling;3632;maj.74;12.586;1128;2491;1536;584
catch;3633;maj.74;13.822;807;3343;3333;514
challenges;3634;maj.74;14.957;--;4916;3807;--
chelsea;3635;maj.74;11.395;3208;--;3151;--
chile;3636;maj.74;13.524;2808;--;--;--
concentrate;3637;maj.74;15.884;4382;--;--;--
deep;3638;maj.74;13.969;1273;819;1175;325
details;3639;maj.74;12.257;1129;1587;1680;--
diplomacy;3640;maj.74;17.001;--;--;4921;--
dragon;3641;maj.74;18.495;4150;--;--;3772
employee;3642;maj.74;11.920;--;3679;2456;--
endorsed;3643;maj.74;14.115;--;--;4957;--
entry;3644;maj.74;10.844;2719;2354;2176;--
estates;3645;maj.74;14.115;--;4896;--;--
everyday;3646;maj.74;13.372;1427;4755;--;677
expected;3647;maj.74;11.214;2045;828;430;4988
forth;3648;maj.74;12.423;--;1288;--;2125
fundamental;3649;maj.74;0.9649;--;1666;4356;--
gf;3650;maj.74;13.063;3750;--;--;--
given;3651;maj.74;14.401;1365;159;420;1004
i'm;3652;maj.74;15.754;--;--;--;--
inclined;3653;maj.74;13.219;--;3728;--;--
kept;3654;maj.74;11.031;1932;754;1453;875
kinds;3655;maj.74;10.461;4298;1535;3416;3833
lace;3656;maj.74;16.759;--;--;--;3131
mac;3657;maj.74;13.524;922;--;--;2547
manage;3658;maj.74;11.920;3127;3976;4189;--
much;3659;maj.74;13.219;96;105;146;144
name;3660;maj.74;11.747;182;266;288;208
newsstands;3661;maj.74;12.586;--;--;4575;--
ninja;3662;maj.74;16.389;3426;--;--;--
nite;3663;maj.74;14.115;820;--;--;4673
observed;3664;maj.74;10.264;--;813;3591;--
orientation;3665;maj.74;13.063;--;3499;--;--
owners;3666;maj.74;13.063;3970;3312;1593;--
powder;3667;maj.74;12.586;--;4294;--;4595
presented;3668;maj.74;0.9858;--;883;1314;--
princeton;3669;maj.74;15.884;--;4659;1366;--
project;3670;maj.74;16.011;849;929;727;3636
prove;3671;maj.74;10.461;3388;1690;2365;1131
quarters;3672;maj.74;12.090;--;3455;4804;--
reach;3673;maj.74;13.969;1827;1334;1115;580
responded;3674;maj.74;12.906;--;4873;3227;--
rio;3675;maj.74;13.372;4662;--;--;4759
screen;3676;maj.74;12.586;1333;2981;2855;2019
serves;3677;maj.74;16.513;--;3585;3219;--
settled;3678;maj.74;15.493;--;2049;2473;--
showed;3679;maj.74;10.063;2441;1182;1060;1630
situated;3680;maj.74;10.654;--;3599;--;--
spare;3681;maj.74;15.093;3722;--;4583;2779
spokeswoman;3682;maj.74;11.920;--;--;1525;--
